"day","n","group","any","rand"
45,0,1,0,6175
45,0,1,0,1012
45,0,1,0,9149
45,0,1,0,5532
45,0,1,0,4021
45,0,1,0,2126
45,0,1,0,2269
45,1,1,1,6437
45,0,1,0,3813
45,0,1,0,5213
45,2,1,1,5901
45,0,1,0,1655
45,0,1,0,9136
45,0,1,0,3695
45,0,1,0,5887
45,0,1,0,2416
45,0,1,0,3073
45,0,1,0,6399
45,1,1,1,1883
46,0,1,0,2379
46,0,1,0,2698
46,0,1,0,3052
46,0,1,0,1314
46,0,1,0,9299
46,0,1,0,7355
46,0,1,0,4399
46,0,1,0,6087
46,0,1,0,1456
46,0,1,0,6175
46,0,1,0,1012
46,0,1,0,9149
46,0,1,0,5532
46,0,1,0,4021
46,0,1,0,2126
46,0,1,0,2269
46,0,1,0,6437
46,0,1,0,3813
46,0,1,0,5213
46,0,1,0,5901
46,0,1,0,1655
46,0,1,0,9136
46,0,1,0,3695
46,0,1,0,5887
46,0,1,0,2416
46,0,1,0,3073
46,0,1,0,6399
46,0,1,0,1883
47,0,1,0,2379
47,0,1,0,2698
47,0,1,0,3052
47,0,1,0,1314
47,0,1,0,9299
47,0,1,0,7355
47,0,1,0,4399
47,0,1,0,6087
47,0,1,0,1456
47,0,1,0,6175
47,0,1,0,1012
47,0,1,0,9149
47,0,1,0,5532
47,0,1,0,4021
47,0,1,0,2126
47,0,1,0,2269
47,0,1,0,6437
47,0,1,0,3813
47,0,1,0,5213
47,0,1,0,5901
47,0,1,0,1655
47,0,1,0,9136
47,0,1,0,3695
47,0,1,0,5887
47,0,1,0,2416
47,0,1,0,3073
47,0,1,0,6399
47,0,1,0,1883
48,0,1,0,2379
48,0,1,0,2698
48,0,1,0,3052
48,0,1,0,1314
48,0,1,0,9299
48,0,1,0,7355
48,0,1,0,4399
48,1,1,1,6087
48,0,1,0,1456
48,0,1,0,6175
48,0,1,0,1012
48,0,1,0,9149
48,0,1,0,5532
48,0,1,0,4021
48,0,1,0,2126
48,0,1,0,2269
48,0,1,0,6437
48,0,1,0,3813
48,0,1,0,5213
48,0,1,0,5901
48,0,1,0,1655
48,0,1,0,9136
48,0,1,0,3695
48,0,1,0,5887
48,0,1,0,2416
48,0,1,0,3073
48,0,1,0,6399
48,0,1,0,1883
49,0,1,0,2379
49,0,1,0,2698
49,0,1,0,3052
49,0,1,0,1314
49,0,1,0,9299
49,0,1,0,7355
49,0,1,0,4399
49,0,1,0,6087
49,0,1,0,1456
49,0,1,0,6175
49,0,1,0,1012
49,0,1,0,9149
49,0,1,0,5532
49,0,1,0,4021
49,0,1,0,2126
49,0,1,0,2269
49,0,1,0,6437
49,0,1,0,3813
49,0,1,0,5213
49,0,1,0,5901
49,0,1,0,1655
49,0,1,0,9136
49,0,1,0,3695
49,0,1,0,5887
49,0,1,0,2416
49,0,1,0,3073
49,0,1,0,6399
49,0,1,0,1883
50,0,1,0,2379
50,0,1,0,2698
50,0,1,0,3052
50,0,1,0,1314
50,1,1,1,9299
50,0,1,0,7355
50,0,1,0,4399
50,0,1,0,6087
50,0,1,0,1456
50,0,1,0,6175
50,0,1,0,1012
50,0,1,0,9149
50,0,1,0,5532
50,2,1,1,4021
50,0,1,0,2126
50,0,1,0,2269
50,0,1,0,6437
50,0,1,0,3813
50,0,1,0,5213
50,1,1,1,5901
50,0,1,0,1655
50,0,1,0,9136
50,0,1,0,3695
50,0,1,0,5887
50,0,1,0,2416
50,0,1,0,3073
50,0,1,0,6399
50,0,1,0,1883
51,0,1,0,2379
51,0,1,0,2698
51,0,1,0,3052
51,0,1,0,1314
51,0,1,0,9299
51,0,1,0,7355
51,0,1,0,4399
51,4,1,1,6087
51,0,1,0,1456
51,0,1,0,6175
51,0,1,0,1012
51,0,1,0,9149
51,0,1,0,5532
51,0,1,0,4021
51,0,1,0,2126
51,0,1,0,2269
51,2,1,1,6437
51,0,1,0,3813
51,0,1,0,5213
51,0,1,0,5901
51,0,1,0,1655
51,0,1,0,9136
51,0,1,0,3695
51,0,1,0,5887
51,0,1,0,2416
51,0,1,0,3073
51,0,1,0,6399
51,0,1,0,1883
52,0,1,0,2379
52,0,1,0,2698
52,0,1,0,3052
52,0,1,0,1314
52,0,1,0,9299
52,0,1,0,7355
52,0,1,0,4399
52,1,1,1,6087
52,0,1,0,1456
52,0,1,0,6175
52,0,1,0,1012
52,0,1,0,9149
52,0,1,0,5532
52,0,1,0,4021
52,0,1,0,2126
52,0,1,0,2269
52,0,1,0,6437
52,0,1,0,3813
52,0,1,0,5213
52,0,1,0,5901
52,0,1,0,1655
52,0,1,0,9136
52,0,1,0,3695
52,0,1,0,5887
52,0,1,0,2416
52,0,1,0,3073
52,0,1,0,6399
52,0,1,0,1883
53,0,1,0,2379
53,0,1,0,2698
53,0,1,0,3052
53,0,1,0,1314
53,0,1,0,9299
53,0,1,0,7355
53,0,1,0,4399
53,0,1,0,6087
53,0,1,0,1456
53,0,1,0,6175
53,0,1,0,1012
53,0,1,0,9149
53,0,1,0,5532
53,0,1,0,4021
53,0,1,0,2126
53,0,1,0,2269
53,0,1,0,6437
53,0,1,0,3813
53,0,1,0,5213
53,5,1,1,5901
53,0,1,0,1655
53,0,1,0,9136
53,0,1,0,3695
53,0,1,0,5887
53,0,1,0,2416
53,0,1,0,3073
53,0,1,0,6399
53,0,1,0,1883
54,0,1,0,2379
54,0,1,0,2698
54,0,1,0,3052
54,0,1,0,1314
54,0,1,0,9299
54,0,1,0,7355
54,0,1,0,4399
54,0,1,0,6087
54,0,1,0,1456
54,0,1,0,6175
54,0,1,0,1012
54,0,1,0,9149
54,0,1,0,5532
54,0,1,0,4021
54,0,1,0,2126
54,0,1,0,2269
54,0,1,0,6437
54,0,1,0,3813
54,0,1,0,5213
54,0,1,0,5901
54,0,1,0,1655
54,0,1,0,9136
54,0,1,0,3695
54,0,1,0,5887
54,0,1,0,2416
54,0,1,0,3073
54,0,1,0,6399
54,0,1,0,1883
55,0,1,0,2379
55,0,1,0,2698
55,0,1,0,3052
55,0,1,0,1314
55,0,1,0,9299
55,0,1,0,7355
55,0,1,0,4399
55,0,1,0,6087
55,0,1,0,1456
55,0,1,0,6175
55,0,1,0,1012
55,0,1,0,9149
55,0,1,0,5532
55,0,1,0,4021
55,0,1,0,2126
55,0,1,0,2269
55,0,1,0,6437
55,0,1,0,3813
55,0,1,0,5213
55,0,1,0,5901
55,0,1,0,1655
55,0,1,0,9136
55,0,1,0,3695
55,0,1,0,5887
55,0,1,0,2416
55,0,1,0,3073
55,0,1,0,6399
55,0,1,0,1883
56,0,1,0,2379
56,0,1,0,2698
56,0,1,0,3052
56,0,1,0,1314
56,0,1,0,9299
56,0,1,0,7355
56,0,1,0,4399
56,0,1,0,6087
56,0,1,0,1456
56,0,1,0,6175
56,0,1,0,1012
56,0,1,0,9149
56,0,1,0,5532
56,0,1,0,4021
56,0,1,0,2126
56,0,1,0,2269
56,0,1,0,6437
56,0,1,0,3813
56,0,1,0,5213
56,0,1,0,5901
56,0,1,0,1655
56,0,1,0,9136
56,0,1,0,3695
56,0,1,0,5887
56,0,1,0,2416
56,0,1,0,3073
56,0,1,0,6399
56,0,1,0,1883
57,0,1,0,2379
57,0,1,0,2698
57,0,1,0,3052
57,0,1,0,1314
57,0,1,0,9299
57,0,1,0,7355
57,0,1,0,4399
57,0,1,0,6087
57,0,1,0,1456
57,0,1,0,6175
57,0,1,0,1012
57,0,1,0,9149
57,0,1,0,5532
57,0,1,0,4021
57,0,1,0,2126
57,0,1,0,2269
57,1,1,1,6437
57,0,1,0,3813
57,0,1,0,5213
57,0,1,0,5901
57,0,1,0,1655
57,0,1,0,9136
57,0,1,0,3695
57,0,1,0,5887
57,0,1,0,2416
57,0,1,0,3073
57,0,1,0,6399
57,0,1,0,1883
58,0,1,0,2379
58,0,1,0,2698
58,0,1,0,3052
58,0,1,0,1314
58,0,1,0,9299
58,0,1,0,7355
58,0,1,0,4399
58,0,1,0,6087
58,0,1,0,1456
58,0,1,0,6175
58,0,1,0,1012
58,0,1,0,9149
58,0,1,0,5532
58,0,1,0,4021
58,0,1,0,2126
58,0,1,0,2269
58,0,1,0,6437
58,0,1,0,3813
58,0,1,0,5213
58,1,1,1,5901
58,0,1,0,1655
58,0,1,0,9136
58,0,1,0,3695
58,0,1,0,5887
58,0,1,0,2416
58,0,1,0,3073
58,0,1,0,6399
58,0,1,0,1883
59,0,1,0,2379
59,0,1,0,2698
59,0,1,0,3052
59,0,1,0,1314
59,0,1,0,9299
59,0,1,0,7355
59,0,1,0,4399
59,0,1,0,6087
59,0,1,0,1456
59,0,1,0,6175
59,0,1,0,1012
59,0,1,0,9149
59,0,1,0,5532
59,0,1,0,4021
59,0,1,0,2126
59,0,1,0,2269
59,0,1,0,6437
59,0,1,0,3813
59,0,1,0,5213
59,1,1,1,5901
59,0,1,0,1655
59,0,1,0,9136
59,0,1,0,3695
59,0,1,0,5887
59,0,1,0,2416
59,0,1,0,3073
59,0,1,0,6399
59,0,1,0,1883
60,0,1,0,2379
60,0,1,0,2698
60,0,1,0,3052
60,0,1,0,1314
60,0,1,0,9299
60,0,1,0,7355
60,0,1,0,4399
60,0,1,0,6087
60,0,1,0,1456
60,0,1,0,6175
60,0,1,0,1012
60,0,1,0,9149
60,0,1,0,5532
60,0,1,0,4021
60,0,1,0,2126
60,0,1,0,2269
60,0,1,0,6437
60,0,1,0,3813
60,0,1,0,5213
60,0,1,0,5901
60,0,1,0,1655
60,0,1,0,9136
60,0,1,0,3695
60,0,1,0,5887
60,0,1,0,2416
60,0,1,0,3073
60,0,1,0,6399
60,0,1,0,1883
61,0,1,0,2379
61,0,1,0,2698
61,0,1,0,3052
61,0,1,0,1314
61,0,1,0,9299
61,0,1,0,7355
61,0,1,0,4399
61,0,1,0,6087
61,0,1,0,1456
61,0,1,0,6175
61,0,1,0,1012
61,0,1,0,9149
61,0,1,0,5532
61,0,1,0,4021
61,0,1,0,2126
61,0,1,0,2269
61,0,1,0,6437
61,0,1,0,3813
61,0,1,0,5213
61,0,1,0,5901
61,0,1,0,1655
61,0,1,0,9136
61,0,1,0,3695
61,0,1,0,5887
61,0,1,0,2416
61,0,1,0,3073
61,0,1,0,6399
61,0,1,0,1883
62,0,1,0,2379
62,0,1,0,2698
62,0,1,0,3052
62,0,1,0,1314
62,0,1,0,9299
62,0,1,0,7355
62,0,1,0,4399
62,0,1,0,6087
62,0,1,0,1456
62,0,1,0,6175
62,0,1,0,1012
62,0,1,0,9149
62,0,1,0,5532
62,0,1,0,4021
62,0,1,0,2126
62,0,1,0,2269
62,0,1,0,6437
62,0,1,0,3813
62,0,1,0,5213
62,0,1,0,5901
62,0,1,0,1655
62,0,1,0,9136
62,0,1,0,3695
62,0,1,0,5887
62,0,1,0,2416
62,0,1,0,3073
62,0,1,0,6399
62,0,1,0,1883
63,0,1,0,2379
63,0,1,0,2698
63,0,1,0,3052
63,0,1,0,1314
63,0,1,0,9299
63,0,1,0,7355
63,0,1,0,4399
63,0,1,0,6087
63,0,1,0,1456
63,0,1,0,6175
63,0,1,0,1012
63,0,1,0,9149
63,0,1,0,5532
63,0,1,0,4021
63,0,1,0,2126
63,0,1,0,2269
63,0,1,0,6437
63,0,1,0,3813
63,0,1,0,5213
63,0,1,0,5901
63,0,1,0,1655
63,0,1,0,9136
63,0,1,0,3695
63,0,1,0,5887
63,0,1,0,2416
63,0,1,0,3073
63,0,1,0,6399
63,0,1,0,1883
64,0,1,0,2379
64,0,1,0,2698
64,0,1,0,3052
64,0,1,0,1314
64,0,1,0,9299
64,0,1,0,7355
64,0,1,0,4399
64,0,1,0,6087
64,0,1,0,1456
64,0,1,0,6175
64,0,1,0,1012
64,0,1,0,9149
64,0,1,0,5532
64,0,1,0,4021
64,0,1,0,2126
64,0,1,0,2269
64,1,1,1,6437
64,0,1,0,3813
64,0,1,0,5213
64,0,1,0,5901
64,0,1,0,1655
64,0,1,0,9136
64,0,1,0,3695
64,0,1,0,5887
64,0,1,0,2416
64,0,1,0,3073
64,0,1,0,6399
64,1,1,1,1883
65,0,1,0,2379
65,0,1,0,2698
65,0,1,0,3052
65,0,1,0,1314
65,0,1,0,9299
65,0,1,0,7355
65,0,1,0,4399
65,0,1,0,6087
65,0,1,0,1456
65,0,1,0,6175
65,0,1,0,1012
65,0,1,0,9149
65,0,1,0,5532
65,0,1,0,4021
65,0,1,0,2126
65,0,1,0,2269
65,0,1,0,6437
65,0,1,0,3813
65,0,1,0,5213
65,0,1,0,5901
65,0,1,0,1655
65,0,1,0,9136
65,0,1,0,3695
65,0,1,0,5887
65,0,1,0,2416
65,0,1,0,3073
65,0,1,0,6399
65,0,1,0,1883
66,0,1,0,2379
66,0,1,0,2698
66,0,1,0,3052
66,0,1,0,1314
66,0,1,0,9299
66,0,1,0,7355
66,0,1,0,4399
66,0,1,0,6087
66,0,1,0,1456
66,0,1,0,6175
66,0,1,0,1012
66,0,1,0,9149
66,0,1,0,5532
66,0,1,0,4021
66,0,1,0,2126
66,0,1,0,2269
66,0,1,0,6437
66,0,1,0,3813
66,0,1,0,5213
66,0,1,0,5901
66,0,1,0,1655
66,0,1,0,9136
66,0,1,0,3695
66,0,1,0,5887
66,0,1,0,2416
66,0,1,0,3073
66,0,1,0,6399
66,0,1,0,1883
67,0,1,0,2379
67,0,1,0,2698
67,0,1,0,3052
67,0,1,0,1314
67,0,1,0,9299
67,0,1,0,7355
67,0,1,0,4399
67,0,1,0,6087
67,0,1,0,1456
67,0,1,0,6175
67,0,1,0,1012
67,0,1,0,9149
67,0,1,0,5532
67,0,1,0,4021
67,0,1,0,2126
67,0,1,0,2269
67,0,1,0,6437
67,0,1,0,3813
67,0,1,0,5213
67,0,1,0,5901
67,0,1,0,1655
67,0,1,0,9136
67,0,1,0,3695
67,0,1,0,5887
67,0,1,0,2416
67,0,1,0,3073
67,0,1,0,6399
67,0,1,0,1883
68,0,1,0,2379
68,0,1,0,2698
68,0,1,0,3052
68,0,1,0,1314
68,0,1,0,9299
68,0,1,0,7355
68,0,1,0,4399
68,0,1,0,6087
68,0,1,0,1456
68,0,1,0,6175
68,0,1,0,1012
68,0,1,0,9149
68,0,1,0,5532
68,0,1,0,4021
68,0,1,0,2126
68,0,1,0,2269
68,0,1,0,6437
68,0,1,0,3813
68,0,1,0,5213
68,0,1,0,5901
68,0,1,0,1655
68,0,1,0,9136
68,0,1,0,3695
68,0,1,0,5887
68,0,1,0,2416
68,0,1,0,3073
68,0,1,0,6399
68,0,1,0,1883
69,0,1,0,2379
69,0,1,0,2698
69,0,1,0,3052
69,0,1,0,1314
69,0,1,0,9299
69,0,1,0,7355
69,0,1,0,4399
69,1,1,1,6087
69,0,1,0,1456
69,0,1,0,6175
69,0,1,0,1012
69,0,1,0,9149
69,0,1,0,5532
69,0,1,0,4021
69,0,1,0,2126
69,0,1,0,2269
69,0,1,0,6437
69,0,1,0,3813
69,0,1,0,5213
69,0,1,0,5901
69,0,1,0,1655
69,0,1,0,9136
69,0,1,0,3695
69,0,1,0,5887
69,0,1,0,2416
69,0,1,0,3073
69,0,1,0,6399
69,0,1,0,1883
70,0,1,0,2379
70,0,1,0,2698
70,0,1,0,3052
70,0,1,0,1314
70,0,1,0,9299
70,3,1,1,7355
70,0,1,0,4399
70,0,1,0,6087
70,0,1,0,1456
70,0,1,0,6175
70,0,1,0,1012
70,0,1,0,9149
70,0,1,0,5532
70,0,1,0,4021
70,0,1,0,2126
70,0,1,0,2269
70,7,1,1,6437
70,0,1,0,3813
70,0,1,0,5213
70,2,1,1,5901
70,0,1,0,1655
70,0,1,0,9136
70,10,1,1,3695
70,0,1,0,5887
70,0,1,0,2416
70,0,1,0,3073
70,0,1,0,6399
70,0,1,0,1883
71,0,1,0,2379
71,0,1,0,2698
71,0,1,0,3052
71,0,1,0,1314
71,0,1,0,9299
71,0,1,0,7355
71,0,1,0,4399
71,0,1,0,6087
71,0,1,0,1456
71,0,1,0,6175
71,0,1,0,1012
71,0,1,0,9149
71,0,1,0,5532
71,0,1,0,4021
71,0,1,0,2126
71,0,1,0,2269
71,1,1,1,6437
71,0,1,0,3813
71,0,1,0,5213
71,1,1,1,5901
71,0,1,0,1655
71,0,1,0,9136
71,0,1,0,3695
71,0,1,0,5887
71,0,1,0,2416
71,0,1,0,3073
71,0,1,0,6399
71,0,1,0,1883
72,0,1,0,2379
72,0,1,0,2698
72,0,1,0,3052
72,0,1,0,1314
72,0,1,0,9299
72,0,1,0,7355
72,0,1,0,4399
72,1,1,1,6087
72,0,1,0,1456
72,0,1,0,6175
72,0,1,0,1012
72,0,1,0,9149
72,0,1,0,5532
72,0,1,0,4021
72,0,1,0,2126
72,0,1,0,2269
72,0,1,0,6437
72,0,1,0,3813
72,0,1,0,5213
72,0,1,0,5901
72,0,1,0,1655
72,0,1,0,9136
72,0,1,0,3695
72,0,1,0,5887
72,0,1,0,2416
72,0,1,0,3073
72,0,1,0,6399
72,0,1,0,1883
73,0,1,0,2379
73,0,1,0,2698
73,0,1,0,3052
73,0,1,0,1314
73,0,1,0,9299
73,0,1,0,7355
73,0,1,0,4399
73,1,1,1,6087
73,0,1,0,1456
73,0,1,0,6175
73,0,1,0,1012
73,0,1,0,9149
73,0,1,0,5532
73,0,1,0,4021
73,0,1,0,2126
73,0,1,0,2269
73,0,1,0,6437
73,0,1,0,3813
73,0,1,0,5213
73,0,1,0,5901
73,0,1,0,1655
73,0,1,0,9136
73,0,1,0,3695
73,0,1,0,5887
73,0,1,0,2416
73,0,1,0,3073
73,0,1,0,6399
73,0,1,0,1883
74,0,1,0,2379
74,0,1,0,2698
74,0,1,0,3052
74,0,1,0,1314
74,0,1,0,9299
74,0,1,0,7355
74,0,1,0,4399
74,1,1,1,6087
74,0,1,0,1456
74,1,1,1,6175
74,2,1,1,1012
74,0,1,0,9149
74,0,1,0,5532
74,0,1,0,4021
74,0,1,0,2126
74,0,1,0,2269
74,0,1,0,6437
74,0,1,0,3813
74,0,1,0,5213
74,0,1,0,5901
74,0,1,0,1655
74,0,1,0,9136
74,0,1,0,3695
74,0,1,0,5887
74,0,1,0,2416
74,0,1,0,3073
74,0,1,0,6399
74,0,1,0,1883
75,0,1,0,2379
75,0,1,0,2698
75,0,1,0,3052
75,0,1,0,1314
75,0,1,0,9299
75,0,1,0,7355
75,0,1,0,4399
75,0,1,0,6087
75,0,1,0,1456
75,0,1,0,6175
75,0,1,0,1012
75,0,1,0,9149
75,0,1,0,5532
75,0,1,0,4021
75,0,1,0,2126
75,0,1,0,2269
75,0,1,0,6437
75,0,1,0,3813
75,0,1,0,5213
75,0,1,0,5901
75,0,1,0,1655
75,0,1,0,9136
75,0,1,0,3695
75,0,1,0,5887
75,0,1,0,2416
75,0,1,0,3073
75,0,1,0,6399
75,0,1,0,1883
76,0,1,0,2379
76,0,1,0,2698
76,0,1,0,3052
76,0,1,0,1314
76,0,1,0,9299
76,0,1,0,7355
76,0,1,0,4399
76,0,1,0,6087
76,0,1,0,1456
76,2,1,1,6175
76,0,1,0,1012
76,0,1,0,9149
76,0,1,0,5532
76,0,1,0,4021
76,0,1,0,2126
76,0,1,0,2269
76,3,1,1,6437
76,0,1,0,3813
76,0,1,0,5213
76,0,1,0,5901
76,0,1,0,1655
76,0,1,0,9136
76,0,1,0,3695
76,0,1,0,5887
76,0,1,0,2416
76,0,1,0,3073
76,0,1,0,6399
76,0,1,0,1883
77,0,1,0,2379
77,0,1,0,2698
77,0,1,0,3052
77,0,1,0,1314
77,0,1,0,9299
77,0,1,0,7355
77,0,1,0,4399
77,0,1,0,6087
77,0,1,0,1456
77,0,1,0,6175
77,0,1,0,1012
77,0,1,0,9149
77,0,1,0,5532
77,0,1,0,4021
77,0,1,0,2126
77,0,1,0,2269
77,0,1,0,6437
77,0,1,0,3813
77,0,1,0,5213
77,0,1,0,5901
77,0,1,0,1655
77,0,1,0,9136
77,0,1,0,3695
77,0,1,0,5887
77,0,1,0,2416
77,0,1,0,3073
77,0,1,0,6399
77,0,1,0,1883
78,0,1,0,2379
78,0,1,0,2698
78,0,1,0,3052
78,0,1,0,1314
78,0,1,0,9299
78,0,1,0,7355
78,0,1,0,4399
78,0,1,0,6087
78,0,1,0,1456
78,0,1,0,6175
78,2,1,1,1012
78,0,1,0,9149
78,0,1,0,5532
78,0,1,0,4021
78,0,1,0,2126
78,0,1,0,2269
78,0,1,0,6437
78,0,1,0,3813
78,0,1,0,5213
78,0,1,0,5901
78,0,1,0,1655
78,0,1,0,9136
78,1,1,1,3695
78,0,1,0,5887
78,0,1,0,2416
78,0,1,0,3073
78,0,1,0,6399
78,0,1,0,1883
79,0,1,0,2379
79,0,1,0,2698
79,0,1,0,3052
79,0,1,0,1314
79,0,1,0,9299
79,0,1,0,7355
79,0,1,0,4399
79,0,1,0,6087
79,0,1,0,1456
79,0,1,0,6175
79,2,1,1,1012
79,0,1,0,9149
79,0,1,0,5532
79,0,1,0,4021
79,0,1,0,2126
79,0,1,0,2269
79,3,1,1,6437
79,0,1,0,3813
79,0,1,0,5213
79,1,1,1,5901
79,0,1,0,1655
79,0,1,0,9136
79,1,1,1,3695
79,0,1,0,5887
79,0,1,0,2416
79,0,1,0,3073
79,0,1,0,6399
79,0,1,0,1883
80,0,1,0,2379
80,0,1,0,2698
80,0,1,0,3052
80,0,1,0,1314
80,0,1,0,9299
80,0,1,0,7355
80,0,1,0,4399
80,1,1,1,6087
80,0,1,0,1456
80,0,1,0,6175
80,0,1,0,1012
80,0,1,0,9149
80,0,1,0,5532
80,0,1,0,4021
80,0,1,0,2126
80,0,1,0,2269
80,0,1,0,6437
80,0,1,0,3813
80,0,1,0,5213
80,0,1,0,5901
80,0,1,0,1655
80,0,1,0,9136
80,0,1,0,3695
80,0,1,0,5887
80,0,1,0,2416
80,0,1,0,3073
80,0,1,0,6399
80,0,1,0,1883
81,0,1,0,2379
81,0,1,0,2698
81,0,1,0,3052
81,0,1,0,1314
81,0,1,0,9299
81,0,1,0,7355
81,0,1,0,4399
81,0,1,0,6087
81,0,1,0,1456
81,0,1,0,6175
81,1,1,1,1012
81,0,1,0,9149
81,0,1,0,5532
81,0,1,0,4021
81,0,1,0,2126
81,0,1,0,2269
81,0,1,0,6437
81,0,1,0,3813
81,0,1,0,5213
81,0,1,0,5901
81,0,1,0,1655
81,0,1,0,9136
81,0,1,0,3695
81,0,1,0,5887
81,0,1,0,2416
81,0,1,0,3073
81,0,1,0,6399
81,0,1,0,1883
82,0,1,0,2379
82,0,1,0,2698
82,0,1,0,3052
82,0,1,0,1314
82,0,1,0,9299
82,0,1,0,7355
82,0,1,0,4399
82,0,1,0,6087
82,0,1,0,1456
82,0,1,0,6175
82,0,1,0,1012
82,0,1,0,9149
82,0,1,0,5532
82,0,1,0,4021
82,0,1,0,2126
82,2,1,1,2269
82,3,1,1,6437
82,0,1,0,3813
82,0,1,0,5213
82,0,1,0,5901
82,0,1,0,1655
82,0,1,0,9136
82,4,1,1,3695
82,0,1,0,5887
82,0,1,0,2416
82,0,1,0,3073
82,0,1,0,6399
82,0,1,0,1883
83,0,1,0,2379
83,0,1,0,2698
83,0,1,0,3052
83,0,1,0,1314
83,0,1,0,9299
83,0,1,0,7355
83,0,1,0,4399
83,1,1,1,6087
83,0,1,0,1456
83,0,1,0,6175
83,0,1,0,1012
83,0,1,0,9149
83,0,1,0,5532
83,0,1,0,4021
83,0,1,0,2126
83,0,1,0,2269
83,1,1,1,6437
83,0,1,0,3813
83,0,1,0,5213
83,0,1,0,5901
83,0,1,0,1655
83,0,1,0,9136
83,0,1,0,3695
83,0,1,0,5887
83,0,1,0,2416
83,0,1,0,3073
83,0,1,0,6399
83,0,1,0,1883
84,0,1,0,2379
84,0,1,0,2698
84,0,1,0,3052
84,0,1,0,1314
84,0,1,0,9299
84,0,1,0,7355
84,0,1,0,4399
84,0,1,0,6087
84,0,1,0,1456
84,0,1,0,6175
84,2,1,1,1012
84,0,1,0,9149
84,0,1,0,5532
84,0,1,0,4021
84,0,1,0,2126
84,0,1,0,2269
84,0,1,0,6437
84,0,1,0,3813
84,0,1,0,5213
84,0,1,0,5901
84,0,1,0,1655
84,0,1,0,9136
84,0,1,0,3695
84,0,1,0,5887
84,0,1,0,2416
84,0,1,0,3073
84,0,1,0,6399
84,0,1,0,1883
85,0,1,0,2379
85,0,1,0,2698
85,0,1,0,3052
85,0,1,0,1314
85,0,1,0,9299
85,0,1,0,7355
85,0,1,0,4399
85,0,1,0,6087
85,0,1,0,1456
85,0,1,0,6175
85,0,1,0,1012
85,0,1,0,9149
85,0,1,0,5532
85,0,1,0,4021
85,0,1,0,2126
85,0,1,0,2269
85,3,1,1,6437
85,0,1,0,3813
85,0,1,0,5213
85,0,1,0,5901
85,0,1,0,1655
85,0,1,0,9136
85,2,1,1,3695
85,0,1,0,5887
85,0,1,0,2416
85,0,1,0,3073
85,0,1,0,6399
85,0,1,0,1883
86,0,1,0,2379
86,0,1,0,2698
86,0,1,0,3052
86,0,1,0,1314
86,0,1,0,9299
86,0,1,0,7355
86,0,1,0,4399
86,1,1,1,6087
86,0,1,0,1456
86,0,1,0,6175
86,0,1,0,1012
86,0,1,0,9149
86,0,1,0,5532
86,0,1,0,4021
86,0,1,0,2126
86,0,1,0,2269
86,0,1,0,6437
86,0,1,0,3813
86,0,1,0,5213
86,0,1,0,5901
86,0,1,0,1655
86,0,1,0,9136
86,0,1,0,3695
86,0,1,0,5887
86,0,1,0,2416
86,0,1,0,3073
86,0,1,0,6399
86,0,1,0,1883
87,0,1,0,2379
87,0,1,0,2698
87,0,1,0,3052
87,0,1,0,1314
87,0,1,0,9299
87,0,1,0,7355
87,0,1,0,4399
87,0,1,0,6087
87,0,1,0,1456
87,0,1,0,6175
87,0,1,0,1012
87,0,1,0,9149
87,0,1,0,5532
87,0,1,0,4021
87,0,1,0,2126
87,0,1,0,2269
87,0,1,0,6437
87,0,1,0,3813
87,0,1,0,5213
87,0,1,0,5901
87,0,1,0,1655
87,0,1,0,9136
87,0,1,0,3695
87,0,1,0,5887
87,0,1,0,2416
87,0,1,0,3073
87,0,1,0,6399
87,0,1,0,1883
88,0,1,0,2379
88,0,1,0,2698
88,0,1,0,3052
88,0,1,0,1314
88,0,1,0,9299
88,0,1,0,7355
88,0,1,0,4399
88,0,1,0,6087
88,0,1,0,1456
88,0,1,0,6175
88,3,1,1,1012
88,0,1,0,9149
88,0,1,0,5532
88,0,1,0,4021
88,0,1,0,2126
88,0,1,0,2269
88,0,1,0,6437
88,0,1,0,3813
88,0,1,0,5213
88,0,1,0,5901
88,0,1,0,1655
88,0,1,0,9136
88,0,1,0,3695
88,0,1,0,5887
88,0,1,0,2416
88,0,1,0,3073
88,0,1,0,6399
88,0,1,0,1883
89,0,1,0,2379
89,0,1,0,2698
89,0,1,0,3052
89,0,1,0,1314
89,0,1,0,9299
89,0,1,0,7355
89,0,1,0,4399
89,0,1,0,6087
89,0,1,0,1456
89,0,1,0,6175
89,0,1,0,1012
89,0,1,0,9149
89,0,1,0,5532
89,0,1,0,4021
89,0,1,0,2126
89,0,1,0,2269
89,0,1,0,6437
89,0,1,0,3813
89,0,1,0,5213
89,0,1,0,5901
89,0,1,0,1655
89,0,1,0,9136
89,0,1,0,3695
89,0,1,0,5887
89,0,1,0,2416
89,0,1,0,3073
89,0,1,0,6399
89,0,1,0,1883
90,0,1,0,2379
90,0,1,0,2698
90,0,1,0,3052
90,0,1,0,1314
90,0,1,0,9299
90,0,1,0,7355
90,0,1,0,4399
90,0,1,0,6087
90,0,1,0,1456
90,0,1,0,6175
90,0,1,0,1012
90,0,1,0,9149
90,0,1,0,5532
90,0,1,0,4021
90,0,1,0,2126
90,0,1,0,2269
90,0,1,0,6437
90,0,1,0,3813
90,0,1,0,5213
90,0,1,0,5901
