"day","n","group","any","rand"
90,0,1,0,1655
90,0,1,0,9136
90,0,1,0,3695
90,0,1,0,5887
90,0,1,0,2416
90,0,1,0,3073
90,0,1,0,6399
90,0,1,0,1883
91,0,1,0,2379
91,0,1,0,2698
91,0,1,0,3052
91,0,1,0,1314
91,0,1,0,9299
91,0,1,0,7355
91,0,1,0,4399
91,0,1,0,6087
91,0,1,0,1456
91,0,1,0,6175
91,0,1,0,1012
91,0,1,0,9149
91,0,1,0,5532
91,0,1,0,4021
91,0,1,0,2126
91,0,1,0,2269
91,3,1,1,6437
91,0,1,0,3813
91,0,1,0,5213
91,0,1,0,5901
91,0,1,0,1655
91,0,1,0,9136
91,4,1,1,3695
91,0,1,0,5887
91,0,1,0,2416
91,0,1,0,3073
91,0,1,0,6399
91,0,1,0,1883
92,0,1,0,2379
92,0,1,0,2698
92,0,1,0,3052
92,0,1,0,1314
92,0,1,0,9299
92,0,1,0,7355
92,0,1,0,4399
92,0,1,0,6087
92,0,1,0,1456
92,0,1,0,6175
92,1,1,1,1012
92,0,1,0,9149
92,0,1,0,5532
92,0,1,0,4021
92,0,1,0,2126
92,0,1,0,2269
92,0,1,0,6437
92,0,1,0,3813
92,0,1,0,5213
92,0,1,0,5901
92,0,1,0,1655
92,0,1,0,9136
92,0,1,0,3695
92,0,1,0,5887
92,0,1,0,2416
92,0,1,0,3073
92,0,1,0,6399
92,0,1,0,1883
93,0,1,0,2379
93,0,1,0,2698
93,0,1,0,3052
93,0,1,0,1314
93,0,1,0,9299
93,0,1,0,7355
93,0,1,0,4399
93,0,1,0,6087
93,0,1,0,1456
93,0,1,0,6175
93,0,1,0,1012
93,0,1,0,9149
93,0,1,0,5532
93,0,1,0,4021
93,0,1,0,2126
93,0,1,0,2269
93,0,1,0,6437
93,0,1,0,3813
93,0,1,0,5213
93,0,1,0,5901
93,0,1,0,1655
93,0,1,0,9136
93,0,1,0,3695
93,0,1,0,5887
93,0,1,0,2416
93,0,1,0,3073
93,0,1,0,6399
93,0,1,0,1883
94,0,1,0,2379
94,0,1,0,2698
94,0,1,0,3052
94,0,1,0,1314
94,0,1,0,9299
94,0,1,0,7355
94,0,1,0,4399
94,3,1,1,6087
94,0,1,0,1456
94,0,1,0,6175
94,2,1,1,1012
94,0,1,0,9149
94,0,1,0,5532
94,0,1,0,4021
94,0,1,0,2126
94,0,1,0,2269
94,0,1,0,6437
94,0,1,0,3813
94,0,1,0,5213
94,0,1,0,5901
94,0,1,0,1655
94,0,1,0,9136
94,0,1,0,3695
94,0,1,0,5887
94,0,1,0,2416
94,0,1,0,3073
94,0,1,0,6399
94,0,1,0,1883
95,0,1,0,2379
95,0,1,0,2698
95,0,1,0,3052
95,0,1,0,1314
95,0,1,0,9299
95,2,1,1,7355
95,0,1,0,4399
95,1,1,1,6087
95,0,1,0,1456
95,0,1,0,6175
95,2,1,1,1012
95,0,1,0,9149
95,1,1,1,5532
95,0,1,0,4021
95,0,1,0,2126
95,0,1,0,2269
95,0,1,0,6437
95,0,1,0,3813
95,0,1,0,5213
95,0,1,0,5901
95,0,1,0,1655
95,0,1,0,9136
95,6,1,1,3695
95,0,1,0,5887
95,0,1,0,2416
95,0,1,0,3073
95,0,1,0,6399
95,0,1,0,1883
96,0,1,0,2379
96,0,1,0,2698
96,0,1,0,3052
96,0,1,0,1314
96,0,1,0,9299
96,9,1,1,7355
96,0,1,0,4399
96,3,1,1,6087
96,0,1,0,1456
96,0,1,0,6175
96,1,1,1,1012
96,0,1,0,9149
96,14,1,1,5532
96,0,1,0,4021
96,0,1,0,2126
96,0,1,0,2269
96,45,1,1,6437
96,0,1,0,3813
96,0,1,0,5213
96,23,1,1,5901
96,0,1,0,1655
96,0,1,0,9136
96,21,1,1,3695
96,0,1,0,5887
96,0,1,0,2416
96,0,1,0,3073
96,0,1,0,6399
96,0,1,0,1883
97,0,1,0,2379
97,0,1,0,2698
97,0,1,0,3052
97,0,1,0,1314
97,0,1,0,9299
97,0,1,0,7355
97,0,1,0,4399
97,1,1,1,6087
97,0,1,0,1456
97,0,1,0,6175
97,1,1,1,1012
97,0,1,0,9149
97,1,1,1,5532
97,0,1,0,4021
97,0,1,0,2126
97,1,1,1,2269
97,0,1,0,6437
97,0,1,0,3813
97,0,1,0,5213
97,1,1,1,5901
97,0,1,0,1655
97,0,1,0,9136
97,0,1,0,3695
97,0,1,0,5887
97,0,1,0,2416
97,0,1,0,3073
97,0,1,0,6399
97,0,1,0,1883
98,0,1,0,2379
98,0,1,0,2698
98,0,1,0,3052
98,0,1,0,1314
98,0,1,0,9299
98,0,1,0,7355
98,0,1,0,4399
98,0,1,0,6087
98,0,1,0,1456
98,0,1,0,6175
98,0,1,0,1012
98,0,1,0,9149
98,0,1,0,5532
98,0,1,0,4021
98,0,1,0,2126
98,0,1,0,2269
98,0,1,0,6437
98,0,1,0,3813
98,0,1,0,5213
98,0,1,0,5901
98,0,1,0,1655
98,0,1,0,9136
98,0,1,0,3695
98,0,1,0,5887
98,0,1,0,2416
98,0,1,0,3073
98,0,1,0,6399
98,0,1,0,1883
99,0,1,0,2379
99,0,1,0,2698
99,0,1,0,3052
99,0,1,0,1314
99,0,1,0,9299
99,1,1,1,7355
99,0,1,0,4399
99,5,1,1,6087
99,0,1,0,1456
99,0,1,0,6175
99,1,1,1,1012
99,0,1,0,9149
99,0,1,0,5532
99,0,1,0,4021
99,0,1,0,2126
99,0,1,0,2269
99,1,1,1,6437
99,0,1,0,3813
99,0,1,0,5213
99,0,1,0,5901
99,0,1,0,1655
99,0,1,0,9136
99,4,1,1,3695
99,0,1,0,5887
99,0,1,0,2416
99,0,1,0,3073
99,0,1,0,6399
99,0,1,0,1883
100,0,1,0,2379
100,0,1,0,2698
100,0,1,0,3052
100,0,1,0,1314
100,2,1,1,9299
100,0,1,0,7355
100,0,1,0,4399
100,0,1,0,6087
100,0,1,0,1456
100,0,1,0,6175
100,2,1,1,1012
100,0,1,0,9149
100,0,1,0,5532
100,0,1,0,4021
100,0,1,0,2126
100,0,1,0,2269
100,4,1,1,6437
100,0,1,0,3813
100,0,1,0,5213
100,0,1,0,5901
100,0,1,0,1655
100,0,1,0,9136
100,5,1,1,3695
100,0,1,0,5887
100,0,1,0,2416
100,0,1,0,3073
100,0,1,0,6399
100,0,1,0,1883
101,0,1,0,2379
101,0,1,0,2698
101,0,1,0,3052
101,0,1,0,1314
101,0,1,0,9299
101,0,1,0,7355
101,0,1,0,4399
101,0,1,0,6087
101,0,1,0,1456
101,0,1,0,6175
101,3,1,1,1012
101,0,1,0,9149
101,0,1,0,5532
101,0,1,0,4021
101,0,1,0,2126
101,0,1,0,2269
101,0,1,0,6437
101,0,1,0,3813
101,0,1,0,5213
101,3,1,1,5901
101,0,1,0,1655
101,0,1,0,9136
101,0,1,0,3695
101,0,1,0,5887
101,0,1,0,2416
101,0,1,0,3073
101,0,1,0,6399
101,0,1,0,1883
102,0,1,0,2379
102,0,1,0,2698
102,0,1,0,3052
102,0,1,0,1314
102,0,1,0,9299
102,1,1,1,7355
102,0,1,0,4399
102,0,1,0,6087
102,0,1,0,1456
102,0,1,0,6175
102,2,1,1,1012
102,0,1,0,9149
102,1,1,1,5532
102,0,1,0,4021
102,0,1,0,2126
102,0,1,0,2269
102,11,1,1,6437
102,0,1,0,3813
102,0,1,0,5213
102,0,1,0,5901
102,0,1,0,1655
102,0,1,0,9136
102,6,1,1,3695
102,0,1,0,5887
102,0,1,0,2416
102,0,1,0,3073
102,0,1,0,6399
102,0,1,0,1883
103,0,1,0,2379
103,0,1,0,2698
103,0,1,0,3052
103,0,1,0,1314
103,0,1,0,9299
103,0,1,0,7355
103,0,1,0,4399
103,0,1,0,6087
103,0,1,0,1456
103,0,1,0,6175
103,0,1,0,1012
103,0,1,0,9149
103,0,1,0,5532
103,0,1,0,4021
103,0,1,0,2126
103,0,1,0,2269
103,0,1,0,6437
103,0,1,0,3813
103,0,1,0,5213
103,0,1,0,5901
103,0,1,0,1655
103,0,1,0,9136
103,0,1,0,3695
103,0,1,0,5887
103,0,1,0,2416
103,0,1,0,3073
103,0,1,0,6399
103,0,1,0,1883
104,0,1,0,2379
104,0,1,0,2698
104,0,1,0,3052
104,0,1,0,1314
104,0,1,0,9299
104,0,1,0,7355
104,0,1,0,4399
104,1,1,1,6087
104,0,1,0,1456
104,0,1,0,6175
104,0,1,0,1012
104,0,1,0,9149
104,0,1,0,5532
104,0,1,0,4021
104,0,1,0,2126
104,0,1,0,2269
104,0,1,0,6437
104,0,1,0,3813
104,0,1,0,5213
104,0,1,0,5901
104,0,1,0,1655
104,0,1,0,9136
104,0,1,0,3695
104,0,1,0,5887
104,0,1,0,2416
104,0,1,0,3073
104,0,1,0,6399
104,0,1,0,1883
105,0,1,0,2379
105,0,1,0,2698
105,0,1,0,3052
105,0,1,0,1314
105,0,1,0,9299
105,0,1,0,7355
105,0,1,0,4399
105,0,1,0,6087
105,0,1,0,1456
105,0,1,0,6175
105,0,1,0,1012
105,0,1,0,9149
105,0,1,0,5532
105,0,1,0,4021
105,0,1,0,2126
105,0,1,0,2269
105,0,1,0,6437
105,0,1,0,3813
105,0,1,0,5213
105,0,1,0,5901
105,0,1,0,1655
105,0,1,0,9136
105,0,1,0,3695
105,0,1,0,5887
105,0,1,0,2416
105,0,1,0,3073
105,0,1,0,6399
105,0,1,0,1883
106,0,1,0,2379
106,0,1,0,2698
106,0,1,0,3052
106,0,1,0,1314
106,0,1,0,9299
106,0,1,0,7355
106,0,1,0,4399
106,0,1,0,6087
106,0,1,0,1456
106,0,1,0,6175
106,0,1,0,1012
106,0,1,0,9149
106,0,1,0,5532
106,0,1,0,4021
106,0,1,0,2126
106,0,1,0,2269
106,0,1,0,6437
106,0,1,0,3813
106,0,1,0,5213
106,0,1,0,5901
106,0,1,0,1655
106,0,1,0,9136
106,0,1,0,3695
106,0,1,0,5887
106,0,1,0,2416
106,0,1,0,3073
106,0,1,0,6399
106,0,1,0,1883
107,0,1,0,2379
107,0,1,0,2698
107,0,1,0,3052
107,0,1,0,1314
107,0,1,0,9299
107,0,1,0,7355
107,0,1,0,4399
107,0,1,0,6087
107,0,1,0,1456
107,0,1,0,6175
107,0,1,0,1012
107,0,1,0,9149
107,0,1,0,5532
107,0,1,0,4021
107,0,1,0,2126
107,0,1,0,2269
107,1,1,1,6437
107,0,1,0,3813
107,0,1,0,5213
107,0,1,0,5901
107,0,1,0,1655
107,0,1,0,9136
107,0,1,0,3695
107,0,1,0,5887
107,0,1,0,2416
107,0,1,0,3073
107,0,1,0,6399
107,0,1,0,1883
108,0,1,0,2379
108,0,1,0,2698
108,0,1,0,3052
108,0,1,0,1314
108,0,1,0,9299
108,0,1,0,7355
108,0,1,0,4399
108,1,1,1,6087
108,0,1,0,1456
108,0,1,0,6175
108,1,1,1,1012
108,0,1,0,9149
108,0,1,0,5532
108,0,1,0,4021
108,0,1,0,2126
108,0,1,0,2269
108,0,1,0,6437
108,0,1,0,3813
108,0,1,0,5213
108,0,1,0,5901
108,0,1,0,1655
108,0,1,0,9136
108,0,1,0,3695
108,0,1,0,5887
108,0,1,0,2416
108,0,1,0,3073
108,0,1,0,6399
108,0,1,0,1883
109,0,1,0,2379
109,0,1,0,2698
109,0,1,0,3052
109,0,1,0,1314
109,0,1,0,9299
109,0,1,0,7355
109,0,1,0,4399
109,0,1,0,6087
109,0,1,0,1456
109,0,1,0,6175
109,0,1,0,1012
109,0,1,0,9149
109,0,1,0,5532
109,0,1,0,4021
109,0,1,0,2126
109,0,1,0,2269
109,0,1,0,6437
109,0,1,0,3813
109,0,1,0,5213
109,0,1,0,5901
109,0,1,0,1655
109,0,1,0,9136
109,0,1,0,3695
109,0,1,0,5887
109,0,1,0,2416
109,0,1,0,3073
109,0,1,0,6399
109,0,1,0,1883
110,0,1,0,2379
110,0,1,0,2698
110,0,1,0,3052
110,0,1,0,1314
110,0,1,0,9299
110,0,1,0,7355
110,0,1,0,4399
110,0,1,0,6087
110,0,1,0,1456
110,0,1,0,6175
110,1,1,1,1012
110,0,1,0,9149
110,0,1,0,5532
110,0,1,0,4021
110,0,1,0,2126
110,2,1,1,2269
110,0,1,0,6437
110,0,1,0,3813
110,0,1,0,5213
110,1,1,1,5901
110,0,1,0,1655
110,0,1,0,9136
110,0,1,0,3695
110,0,1,0,5887
110,0,1,0,2416
110,0,1,0,3073
110,0,1,0,6399
110,0,1,0,1883
111,0,1,0,2379
111,0,1,0,2698
111,0,1,0,3052
111,0,1,0,1314
111,0,1,0,9299
111,0,1,0,7355
111,0,1,0,4399
111,0,1,0,6087
111,0,1,0,1456
111,0,1,0,6175
111,1,1,1,1012
111,0,1,0,9149
111,0,1,0,5532
111,0,1,0,4021
111,0,1,0,2126
111,0,1,0,2269
111,0,1,0,6437
111,0,1,0,3813
111,0,1,0,5213
111,1,1,1,5901
111,0,1,0,1655
111,0,1,0,9136
111,0,1,0,3695
111,0,1,0,5887
111,0,1,0,2416
111,0,1,0,3073
111,0,1,0,6399
111,0,1,0,1883
112,0,1,0,2379
112,0,1,0,2698
112,0,1,0,3052
112,0,1,0,1314
112,0,1,0,9299
112,0,1,0,7355
112,0,1,0,4399
112,1,1,1,6087
112,0,1,0,1456
112,0,1,0,6175
112,1,1,1,1012
112,0,1,0,9149
112,0,1,0,5532
112,0,1,0,4021
112,0,1,0,2126
112,0,1,0,2269
112,0,1,0,6437
112,0,1,0,3813
112,0,1,0,5213
112,0,1,0,5901
112,0,1,0,1655
112,0,1,0,9136
112,0,1,0,3695
112,0,1,0,5887
112,0,1,0,2416
112,0,1,0,3073
112,0,1,0,6399
112,0,1,0,1883
113,0,1,0,2379
113,0,1,0,2698
113,0,1,0,3052
113,0,1,0,1314
113,0,1,0,9299
113,0,1,0,7355
113,0,1,0,4399
113,0,1,0,6087
113,0,1,0,1456
113,0,1,0,6175
113,0,1,0,1012
113,0,1,0,9149
113,0,1,0,5532
113,0,1,0,4021
113,0,1,0,2126
113,0,1,0,2269
113,0,1,0,6437
113,0,1,0,3813
113,0,1,0,5213
113,0,1,0,5901
113,0,1,0,1655
113,0,1,0,9136
113,1,1,1,3695
113,0,1,0,5887
113,0,1,0,2416
113,0,1,0,3073
113,0,1,0,6399
113,0,1,0,1883
114,0,1,0,2379
114,0,1,0,2698
114,0,1,0,3052
114,0,1,0,1314
114,0,1,0,9299
114,0,1,0,7355
114,0,1,0,4399
114,0,1,0,6087
114,0,1,0,1456
114,0,1,0,6175
114,0,1,0,1012
114,0,1,0,9149
114,0,1,0,5532
114,0,1,0,4021
114,0,1,0,2126
114,0,1,0,2269
114,1,1,1,6437
114,0,1,0,3813
114,0,1,0,5213
114,0,1,0,5901
114,0,1,0,1655
114,0,1,0,9136
114,0,1,0,3695
114,0,1,0,5887
114,0,1,0,2416
114,0,1,0,3073
114,0,1,0,6399
114,0,1,0,1883
115,0,1,0,2379
115,0,1,0,2698
115,0,1,0,3052
115,0,1,0,1314
115,0,1,0,9299
115,0,1,0,7355
115,0,1,0,4399
115,0,1,0,6087
115,0,1,0,1456
115,0,1,0,6175
115,1,1,1,1012
115,0,1,0,9149
115,0,1,0,5532
115,0,1,0,4021
115,0,1,0,2126
115,0,1,0,2269
115,0,1,0,6437
115,0,1,0,3813
115,0,1,0,5213
115,4,1,1,5901
115,0,1,0,1655
115,0,1,0,9136
115,4,1,1,3695
115,0,1,0,5887
115,0,1,0,2416
115,0,1,0,3073
115,0,1,0,6399
115,0,1,0,1883
116,0,1,0,2379
116,0,1,0,2698
116,0,1,0,3052
116,0,1,0,1314
116,0,1,0,9299
116,0,1,0,7355
116,0,1,0,4399
116,0,1,0,6087
116,0,1,0,1456
116,0,1,0,6175
116,0,1,0,1012
116,0,1,0,9149
116,0,1,0,5532
116,0,1,0,4021
116,0,1,0,2126
116,0,1,0,2269
116,0,1,0,6437
116,0,1,0,3813
116,0,1,0,5213
116,0,1,0,5901
116,0,1,0,1655
116,0,1,0,9136
116,0,1,0,3695
116,0,1,0,5887
116,0,1,0,2416
116,0,1,0,3073
116,0,1,0,6399
116,0,1,0,1883
117,0,1,0,2379
117,0,1,0,2698
117,0,1,0,3052
117,0,1,0,1314
117,0,1,0,9299
117,5,1,1,7355
117,0,1,0,4399
117,0,1,0,6087
117,0,1,0,1456
117,0,1,0,6175
117,0,1,0,1012
117,0,1,0,9149
117,0,1,0,5532
117,0,1,0,4021
117,0,1,0,2126
117,0,1,0,2269
117,31,1,1,6437
117,0,1,0,3813
117,0,1,0,5213
117,15,1,1,5901
117,0,1,0,1655
117,0,1,0,9136
117,16,1,1,3695
117,0,1,0,5887
117,0,1,0,2416
117,0,1,0,3073
117,0,1,0,6399
117,0,1,0,1883
118,0,1,0,2379
118,0,1,0,2698
118,0,1,0,3052
118,0,1,0,1314
118,0,1,0,9299
118,0,1,0,7355
118,0,1,0,4399
118,0,1,0,6087
118,0,1,0,1456
118,0,1,0,6175
118,0,1,0,1012
118,0,1,0,9149
118,0,1,0,5532
118,0,1,0,4021
118,0,1,0,2126
118,0,1,0,2269
118,3,1,1,6437
118,0,1,0,3813
118,0,1,0,5213
118,1,1,1,5901
118,0,1,0,1655
118,0,1,0,9136
118,3,1,1,3695
118,0,1,0,5887
118,0,1,0,2416
118,0,1,0,3073
118,0,1,0,6399
118,0,1,0,1883
119,0,1,0,2379
119,0,1,0,2698
119,0,1,0,3052
119,0,1,0,1314
119,0,1,0,9299
119,0,1,0,7355
119,0,1,0,4399
119,0,1,0,6087
119,0,1,0,1456
119,0,1,0,6175
119,0,1,0,1012
119,0,1,0,9149
119,0,1,0,5532
119,1,1,1,4021
119,0,1,0,2126
119,0,1,0,2269
119,31,1,1,6437
119,0,1,0,3813
119,0,1,0,5213
119,4,1,1,5901
119,0,1,0,1655
119,0,1,0,9136
119,34,1,1,3695
119,0,1,0,5887
119,0,1,0,2416
119,0,1,0,3073
119,0,1,0,6399
119,0,1,0,1883
120,0,1,0,2379
120,0,1,0,2698
120,0,1,0,3052
120,0,1,0,1314
120,0,1,0,9299
120,2,1,1,7355
120,0,1,0,4399
120,0,1,0,6087
120,0,1,0,1456
120,0,1,0,6175
120,0,1,0,1012
120,0,1,0,9149
120,0,1,0,5532
120,0,1,0,4021
120,0,1,0,2126
120,0,1,0,2269
120,17,1,1,6437
120,0,1,0,3813
120,0,1,0,5213
120,14,1,1,5901
120,0,1,0,1655
120,0,1,0,9136
120,19,1,1,3695
120,0,1,0,5887
120,0,1,0,2416
120,0,1,0,3073
120,0,1,0,6399
120,0,1,0,1883
121,0,1,0,2379
121,0,1,0,2698
121,0,1,0,3052
121,0,1,0,1314
121,0,1,0,9299
121,2,1,1,7355
121,0,1,0,4399
121,0,1,0,6087
121,0,1,0,1456
121,0,1,0,6175
121,3,1,1,1012
121,0,1,0,9149
121,0,1,0,5532
121,0,1,0,4021
121,0,1,0,2126
121,0,1,0,2269
121,72,1,1,6437
121,0,1,0,3813
121,0,1,0,5213
121,47,1,1,5901
121,0,1,0,1655
121,0,1,0,9136
121,62,1,1,3695
121,0,1,0,5887
121,0,1,0,2416
121,0,1,0,3073
121,0,1,0,6399
121,0,1,0,1883
122,0,1,0,2379
122,0,1,0,2698
122,0,1,0,3052
122,0,1,0,1314
122,0,1,0,9299
122,3,1,1,7355
122,0,1,0,4399
122,0,1,0,6087
122,0,1,0,1456
122,0,1,0,6175
122,1,1,1,1012
122,0,1,0,9149
122,0,1,0,5532
122,3,1,1,4021
122,0,1,0,2126
122,0,1,0,2269
122,1,1,1,6437
122,0,1,0,3813
122,0,1,0,5213
122,3,1,1,5901
122,0,1,0,1655
122,0,1,0,9136
122,3,1,1,3695
122,0,1,0,5887
122,0,1,0,2416
122,0,1,0,3073
122,0,1,0,6399
122,0,1,0,1883
123,0,1,0,2379
123,0,1,0,2698
123,0,1,0,3052
123,0,1,0,1314
123,0,1,0,9299
123,1,1,1,7355
123,0,1,0,4399
123,1,1,1,6087
123,0,1,0,1456
123,0,1,0,6175
123,11,1,1,1012
123,0,1,0,9149
123,0,1,0,5532
123,0,1,0,4021
123,0,1,0,2126
123,0,1,0,2269
123,13,1,1,6437
123,0,1,0,3813
123,0,1,0,5213
123,13,1,1,5901
123,0,1,0,1655
123,0,1,0,9136
123,6,1,1,3695
123,0,1,0,5887
123,0,1,0,2416
123,0,1,0,3073
123,0,1,0,6399
123,0,1,0,1883
124,0,1,0,2379
124,0,1,0,2698
124,0,1,0,3052
124,0,1,0,1314
124,0,1,0,9299
124,6,1,1,7355
124,0,1,0,4399
124,2,1,1,6087
124,0,1,0,1456
124,0,1,0,6175
124,0,1,0,1012
124,0,1,0,9149
124,0,1,0,5532
124,0,1,0,4021
124,0,1,0,2126
124,0,1,0,2269
124,7,1,1,6437
124,0,1,0,3813
124,0,1,0,5213
124,0,1,0,5901
124,0,1,0,1655
124,0,1,0,9136
124,9,1,1,3695
124,0,1,0,5887
124,0,1,0,2416
124,0,1,0,3073
124,0,1,0,6399
124,0,1,0,1883
125,0,1,0,2379
125,0,1,0,2698
125,0,1,0,3052
125,0,1,0,1314
125,0,1,0,9299
125,1,1,1,7355
125,0,1,0,4399
125,3,1,1,6087
125,0,1,0,1456
125,0,1,0,6175
125,0,1,0,1012
125,0,1,0,9149
125,0,1,0,5532
125,1,1,1,4021
125,0,1,0,2126
125,0,1,0,2269
125,0,1,0,6437
125,0,1,0,3813
125,0,1,0,5213
125,0,1,0,5901
125,0,1,0,1655
125,0,1,0,9136
125,0,1,0,3695
125,0,1,0,5887
125,0,1,0,2416
125,0,1,0,3073
125,0,1,0,6399
125,0,1,0,1883
126,0,1,0,2379
126,0,1,0,2698
126,0,1,0,3052
126,0,1,0,1314
126,0,1,0,9299
126,0,1,0,7355
126,0,1,0,4399
126,0,1,0,6087
126,0,1,0,1456
126,0,1,0,6175
126,0,1,0,1012
126,0,1,0,9149
126,0,1,0,5532
126,0,1,0,4021
126,0,1,0,2126
126,0,1,0,2269
126,0,1,0,6437
126,0,1,0,3813
126,0,1,0,5213
126,0,1,0,5901
126,0,1,0,1655
126,0,1,0,9136
126,0,1,0,3695
126,0,1,0,5887
126,0,1,0,2416
126,0,1,0,3073
126,0,1,0,6399
126,0,1,0,1883
127,0,1,0,2379
127,0,1,0,2698
127,0,1,0,3052
127,0,1,0,1314
127,0,1,0,9299
127,0,1,0,7355
127,0,1,0,4399
127,0,1,0,6087
127,0,1,0,1456
127,0,1,0,6175
127,0,1,0,1012
127,0,1,0,9149
127,5,1,1,5532
127,0,1,0,4021
127,0,1,0,2126
127,0,1,0,2269
127,4,1,1,6437
127,0,1,0,3813
127,0,1,0,5213
127,4,1,1,5901
127,0,1,0,1655
127,0,1,0,9136
127,2,1,1,3695
127,0,1,0,5887
127,0,1,0,2416
127,0,1,0,3073
127,0,1,0,6399
127,1,1,1,1883
128,0,1,0,2379
128,0,1,0,2698
128,0,1,0,3052
128,0,1,0,1314
128,0,1,0,9299
128,0,1,0,7355
128,0,1,0,4399
128,0,1,0,6087
128,0,1,0,1456
128,0,1,0,6175
128,4,1,1,1012
128,0,1,0,9149
128,0,1,0,5532
128,3,1,1,4021
128,0,1,0,2126
128,0,1,0,2269
128,9,1,1,6437
128,0,1,0,3813
128,0,1,0,5213
128,6,1,1,5901
128,0,1,0,1655
128,0,1,0,9136
128,5,1,1,3695
128,0,1,0,5887
128,0,1,0,2416
128,0,1,0,3073
128,0,1,0,6399
128,0,1,0,1883
129,0,1,0,2379
129,0,1,0,2698
129,0,1,0,3052
129,0,1,0,1314
129,0,1,0,9299
129,0,1,0,7355
129,0,1,0,4399
129,1,1,1,6087
129,0,1,0,1456
129,0,1,0,6175
129,2,1,1,1012
129,0,1,0,9149
129,0,1,0,5532
129,1,1,1,4021
129,0,1,0,2126
129,0,1,0,2269
129,1,1,1,6437
129,0,1,0,3813
129,0,1,0,5213
129,0,1,0,5901
129,0,1,0,1655
129,0,1,0,9136
129,0,1,0,3695
129,0,1,0,5887
129,0,1,0,2416
129,0,1,0,3073
129,0,1,0,6399
129,0,1,0,1883
130,0,1,0,2379
130,0,1,0,2698
130,0,1,0,3052
130,0,1,0,1314
130,0,1,0,9299
130,1,1,1,7355
130,0,1,0,4399
130,0,1,0,6087
130,0,1,0,1456
130,0,1,0,6175
130,8,1,1,1012
130,0,1,0,9149
130,1,1,1,5532
130,5,1,1,4021
130,0,1,0,2126
130,0,1,0,2269
130,0,1,0,6437
130,0,1,0,3813
130,0,1,0,5213
130,0,1,0,5901
130,0,1,0,1655
130,0,1,0,9136
130,0,1,0,3695
130,0,1,0,5887
130,0,1,0,2416
130,0,1,0,3073
130,0,1,0,6399
130,0,1,0,1883
131,0,1,0,2379
131,0,1,0,2698
131,0,1,0,3052
131,0,1,0,1314
131,0,1,0,9299
131,0,1,0,7355
131,0,1,0,4399
131,3,1,1,6087
131,0,1,0,1456
131,0,1,0,6175
131,2,1,1,1012
131,0,1,0,9149
131,0,1,0,5532
131,0,1,0,4021
131,0,1,0,2126
131,0,1,0,2269
131,1,1,1,6437
131,0,1,0,3813
131,0,1,0,5213
131,3,1,1,5901
131,0,1,0,1655
131,0,1,0,9136
131,2,1,1,3695
131,0,1,0,5887
131,0,1,0,2416
131,0,1,0,3073
131,0,1,0,6399
131,0,1,0,1883
132,0,1,0,2379
132,0,1,0,2698
132,0,1,0,3052
132,0,1,0,1314
132,0,1,0,9299
132,0,1,0,7355
132,0,1,0,4399
132,0,1,0,6087
132,0,1,0,1456
132,0,1,0,6175
132,2,1,1,1012
132,0,1,0,9149
132,0,1,0,5532
132,0,1,0,4021
132,0,1,0,2126
132,0,1,0,2269
132,0,1,0,6437
132,0,1,0,3813
132,0,1,0,5213
132,2,1,1,5901
132,0,1,0,1655
132,0,1,0,9136
132,0,1,0,3695
132,0,1,0,5887
132,0,1,0,2416
132,0,1,0,3073
132,0,1,0,6399
132,0,1,0,1883
133,0,1,0,2379
133,0,1,0,2698
133,0,1,0,3052
133,0,1,0,1314
133,0,1,0,9299
133,0,1,0,7355
133,0,1,0,4399
133,0,1,0,6087
133,0,1,0,1456
133,0,1,0,6175
133,3,1,1,1012
133,0,1,0,9149
133,0,1,0,5532
133,1,1,1,4021
133,0,1,0,2126
133,0,1,0,2269
133,0,1,0,6437
133,0,1,0,3813
133,0,1,0,5213
133,0,1,0,5901
133,0,1,0,1655
133,0,1,0,9136
133,0,1,0,3695
133,0,1,0,5887
133,0,1,0,2416
133,0,1,0,3073
133,0,1,0,6399
133,0,1,0,1883
134,0,1,0,2379
134,0,1,0,2698
134,0,1,0,3052
134,0,1,0,1314
134,0,1,0,9299
134,0,1,0,7355
134,0,1,0,4399
134,0,1,0,6087
134,0,1,0,1456
134,0,1,0,6175
134,0,1,0,1012
134,0,1,0,9149
134,0,1,0,5532
134,0,1,0,4021
134,0,1,0,2126
134,0,1,0,2269
134,0,1,0,6437
134,0,1,0,3813
134,0,1,0,5213
134,0,1,0,5901
134,0,1,0,1655
134,0,1,0,9136
134,0,1,0,3695
134,0,1,0,5887
134,0,1,0,2416
134,0,1,0,3073
134,0,1,0,6399
134,0,1,0,1883
135,0,1,0,2379
135,0,1,0,2698
135,0,1,0,3052
135,0,1,0,1314
135,0,1,0,9299
135,0,1,0,7355
135,0,1,0,4399
135,0,1,0,6087
135,0,1,0,1456
135,0,1,0,6175
135,0,1,0,1012
135,0,1,0,9149
135,0,1,0,5532
135,0,1,0,4021
135,0,1,0,2126
135,0,1,0,2269
135,0,1,0,6437
135,0,1,0,3813
135,0,1,0,5213
135,0,1,0,5901
135,0,1,0,1655
135,0,1,0,9136
135,0,1,0,3695
135,0,1,0,5887
135,0,1,0,2416
135,0,1,0,3073
135,0,1,0,6399
135,0,1,0,1883
136,0,1,0,2379
136,0,1,0,2698
136,0,1,0,3052
